sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),ID1,ID2,SHARP for sepal length (cm) Class1,SHARP for sepal width (cm) Class1,SHARP for petal length (cm) Class1,SHARP for petal width (cm) Class1,SHARP for sepal length (cm) Class2,SHARP for sepal width (cm) Class2,SHARP for petal length (cm) Class2,SHARP for petal width (cm) Class2,SHARP for sepal length (cm) Class3,SHARP for sepal width (cm) Class3,SHARP for petal length (cm) Class3,SHARP for petal width (cm) Class3
6.7,3.1,4.7,1.5,86.0,86.0,0.0,0.0,-2.5915489196777344,0.0,0.6440901160240173,-0.5204080939292908,1.4063827991485596,0.41983550786972046,0.011626215651631355,-0.10937640070915222,-1.0801594257354736,-1.9409635066986084
5.6,3.0,4.1,1.3,88.0,88.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,-0.5204080939292908,1.2595913410186768,0.5056595802307129,-0.09952521324157715,-0.10937640070915222,-1.4783246517181396,-1.8420535326004028
5.5,2.6,4.4,1.2,90.0,90.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,0.8406860828399658,1.0564930438995361,0.8628039360046387,-0.09952521324157715,0.13718102872371674,-1.4098422527313232,-1.8420535326004028
5.8,2.6,4.0,1.2,92.0,92.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,0.8406860828399658,1.0564930438995361,0.8628039360046387,-0.09952521324157715,0.13718102872371674,-1.4098422527313232,-1.8420535326004028
5.0,2.3,3.3,1.0,93.0,93.0,0.0,0.0,-2.1072397232055664,0.0,-0.6566188335418701,0.8406860828399658,0.930959165096283,0.8628039360046387,-0.09952521324157715,0.13718102872371674,-1.4098422527313232,-1.8420535326004028
5.7,3.0,4.2,1.2,95.0,95.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,-0.5204080939292908,1.2595913410186768,0.5056595802307129,-0.09952521324157715,-0.10937640070915222,-1.4783246517181396,-1.8420535326004028
5.7,2.9,4.2,1.3,96.0,96.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,0.5700069665908813,1.1048424243927002,0.8188211917877197,-0.09952521324157715,0.13718102872371674,-1.4098422527313232,-1.8420535326004028
7.1,3.0,5.9,2.1,102.0,102.0,0.0,0.0,-2.5915489196777344,0.0,0.5690398216247559,-0.19101521372795105,-1.1992243528366089,-0.9720316529273987,0.03963920474052429,-0.03949832171201706,1.789778470993042,2.1664767265319824
6.0,2.2,5.0,1.5,119.0,119.0,0.0,0.0,-2.5915489196777344,0.0,0.26013362407684326,0.8406860828399658,1.0564930438995361,0.8628039360046387,-0.09952521324157715,0.13718102872371674,-0.10630794614553452,-1.7676063776016235
6.3,2.7,4.9,1.8,123.0,123.0,0.0,0.0,-2.5915489196777344,0.0,0.019715741276741028,0.21361523866653442,1.0987663269042969,-1.7372932434082031,0.011626215651631355,0.13718102872371674,-0.24522972106933594,2.9870550632476807
6.9,3.1,5.4,2.1,139.0,139.0,0.0,0.0,-2.5915489196777344,0.0,0.5690398216247559,-0.19101521372795105,-1.1992243528366089,-0.9720316529273987,0.03963920474052429,-0.03949832171201706,1.789778470993042,2.1664767265319824
5.8,2.7,5.1,1.9,142.0,142.0,0.0,0.0,-2.5915489196777344,0.0,0.42116910219192505,0.3190332055091858,-0.4476901590824127,-1.8202965259552002,-0.33932799100875854,0.04953920841217041,1.238431692123413,2.315431594848633
6.7,3.3,5.7,2.5,144.0,144.0,0.0,0.0,-2.5915489196777344,0.0,0.5690398216247559,-0.19101521372795105,-1.1992243528366089,-0.9720316529273987,0.03963920474052429,-0.03949832171201706,1.789778470993042,2.1664767265319824
6.7,3.0,5.2,2.3,145.0,145.0,0.0,0.0,-2.5915489196777344,0.0,0.5690398216247559,-0.19101521372795105,-1.1992243528366089,-0.9720316529273987,0.03963920474052429,-0.03949832171201706,1.789778470993042,2.1664767265319824
