sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),ID1,ID2,SHARP for sepal length (cm) Class1,SHARP for sepal width (cm) Class1,SHARP for petal length (cm) Class1,SHARP for petal width (cm) Class1,SHARP for sepal length (cm) Class2,SHARP for sepal width (cm) Class2,SHARP for petal length (cm) Class2,SHARP for petal width (cm) Class2,SHARP for sepal length (cm) Class3,SHARP for sepal width (cm) Class3,SHARP for petal length (cm) Class3,SHARP for petal width (cm) Class3
5.5,2.4,3.7,1.0,81.0,81.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,-0.029912009835243225,2.4517290592193604,0.18065854907035828,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.4,3.0,4.5,1.5,84.0,84.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,0.024868406355381012,2.618009090423584,0.31716206669807434,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.5,2.5,4.0,1.3,89.0,89.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,-0.029912009835243225,2.4517290592193604,0.18065854907035828,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.7,2.9,4.2,1.3,96.0,96.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,-0.029912009835243225,2.618009090423584,0.20933827757835388,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
5.7,2.8,4.1,1.3,99.0,99.0,0.0,0.0,-2.6414523124694824,0.0,0.09854334592819214,-0.029912009835243225,2.4517290592193604,0.18065854907035828,-0.6526920795440674,0.0,-1.663693904876709,-0.9464556574821472
6.3,3.3,6.0,2.5,100.0,100.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,0.10630685091018677,-1.0310910940170288,-1.1372745037078857,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
5.8,2.7,5.1,1.9,101.0,101.0,0.0,0.0,-2.6414523124694824,0.0,0.41873759031295776,-0.12786710262298584,-0.7794302105903625,-1.0579298734664917,-1.0621461868286133,0.0,2.2156553268432617,0.9214069843292236
7.1,3.0,5.9,2.1,102.0,102.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,0.10630685091018677,-1.0310910940170288,-1.1372745037078857,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
4.9,2.5,4.5,1.7,106.0,106.0,0.0,0.0,-2.6414523124694824,0.0,0.21507853269577026,-0.029912009835243225,2.5618789196014404,0.9399688243865967,-0.8671198487281799,0.0,-1.663693904876709,-0.9883200526237488
7.3,2.9,6.3,1.8,107.0,107.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,-0.12786710262298584,-1.0310910940170288,-1.2618876695632935,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
5.6,2.8,4.9,2.0,121.0,121.0,0.0,0.0,-2.6414523124694824,0.0,0.41873759031295776,-0.12786710262298584,0.21360424160957336,-1.0579298734664917,-0.7858290076255798,0.0,0.8085795044898987,1.5511679649353027
7.4,2.8,6.1,1.9,130.0,130.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,-0.12786710262298584,-1.0310910940170288,-1.2618876695632935,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
6.0,3.0,4.8,1.8,138.0,138.0,0.0,0.0,-2.6414523124694824,0.0,0.1126648485660553,0.10630685091018677,2.2367515563964844,-1.1729575395584106,-0.8671198487281799,0.0,-0.7547277808189392,1.487952709197998
6.7,3.1,5.6,2.4,140.0,140.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,0.10630685091018677,-1.0310910940170288,-1.1372745037078857,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
6.7,3.3,5.7,2.5,144.0,144.0,0.0,0.0,-2.6414523124694824,0.0,-0.25788527727127075,0.10630685091018677,-1.0310910940170288,-1.1372745037078857,0.786067008972168,0.0,2.3096842765808105,1.0780171155929565
